19:06:20 kwargs,  {'id': -1} <class 'dict'>
10:40:17 kwargs,  {'id': 1} <class 'dict'>
10:40:27 kwargs,  {'id': 1} <class 'dict'>
10:41:31 kwargs,  {'id': 1} <class 'dict'>
10:41:35 kwargs,  {'id': 1} <class 'dict'>
10:41:46 kwargs,  {'id': 1} <class 'dict'>
10:43:12 kwargs,  {'id': 1} <class 'dict'>
10:45:22 kwargs,  {'id': 1} <class 'dict'>
10:46:31 kwargs,  {'id': 1} <class 'dict'>
10:46:49 kwargs,  {'id': 1} <class 'dict'>
10:46:59 kwargs,  {'id': 1} <class 'dict'>
10:47:28 kwargs,  {'id': 1} <class 'dict'>
10:47:28 debug 0
10:47:29 kwargs,  {'blog_id': 1} <class 'dict'>
10:47:29 kwargs,  {'id': 1} <class 'dict'>
11:01:34 kwargs,  {'id': 1} <class 'dict'>
11:02:31 kwargs,  {'id': 1} <class 'dict'>
11:02:31 kwargs,  {'blog_id': 1} <class 'dict'>
11:02:31 kwargs,  {'id': 1} <class 'dict'>
11:02:37 kwargs,  {'id': 1} <class 'dict'>
11:03:32 kwargs,  {'id': 1} <class 'dict'>
11:03:37 kwargs,  {'id': 1} <class 'dict'>
11:03:37 kwargs,  {'blog_id': 1} <class 'dict'>
11:03:37 kwargs,  {'id': 1} <class 'dict'>
11:03:38 kwargs,  {'id': 1} <class 'dict'>
11:03:46 kwargs,  {'id': 1} <class 'dict'>
11:03:46 kwargs,  {'blog_id': 1} <class 'dict'>
11:03:46 kwargs,  {'id': 1} <class 'dict'>
11:04:26 kwargs,  {'blog_id': 1} <class 'dict'>
11:04:26 kwargs,  {'id': 1} <class 'dict'>
11:04:27 kwargs,  {'id': 1} <class 'dict'>
11:04:35 kwargs,  {'id': 1} <class 'dict'>
11:04:35 debug 0
11:04:35 kwargs,  {'blog_id': 1} <class 'dict'>
11:04:35 kwargs,  {'id': 1} <class 'dict'>
13:47:40 kwargs,  {'blog_id': 1} <class 'dict'>
13:47:40 kwargs,  {'id': 1} <class 'dict'>
13:47:46 kwargs,  {'blog_id': 1} <class 'dict'>
13:47:46 kwargs,  {'id': 1} <class 'dict'>
13:48:01 kwargs,  {'blog_id': 1} <class 'dict'>
13:48:01 kwargs,  {'id': 1} <class 'dict'>
14:05:20 kwargs,  {'blog_id': 1} <class 'dict'>
14:05:20 kwargs,  {'id': 1} <class 'dict'>
14:14:18 kwargs,  {'id': 1} <class 'dict'>
14:15:29 kwargs,  {'id': 1} <class 'dict'>
14:15:40 kwargs,  {'id': 2} <class 'dict'>
14:15:44 kwargs,  {'id': 2} <class 'dict'>
14:15:44 debug 1
14:17:47 kwargs,  {'id': 2} <class 'dict'>
14:17:47 debug 1
14:17:51 kwargs,  {'id': 2} <class 'dict'>
14:17:58 kwargs,  {'id': 2} <class 'dict'>
14:17:58 debug 1
14:40:50 kwargs,  {'id': 1} <class 'dict'>
14:40:50 kwargs,  {'id': 1} <class 'dict'>
14:41:13 kwargs,  {'id': 1} <class 'dict'>
14:43:32 kwargs,  {'id': 1} <class 'dict'>
14:43:33 kwargs,  {'id': 1} <class 'dict'>
14:43:40 kwargs,  {'id': 1} <class 'dict'>
14:43:49 kwargs,  {'blog_id': 1} <class 'dict'>
14:43:49 kwargs,  {'id': 1} <class 'dict'>
14:43:50 kwargs,  {'id': 1} <class 'dict'>
14:43:51 kwargs,  {'id': 1} <class 'dict'>
14:44:58 kwargs,  {'id': 1} <class 'dict'>
14:45:45 kwargs,  {'id': 1} <class 'dict'>
14:46:04 kwargs,  {'id': 1} <class 'dict'>
14:47:20 kwargs,  {'id': 1} <class 'dict'>
14:47:50 kwargs,  {'id': 1} <class 'dict'>
14:48:06 kwargs,  {'id': 1} <class 'dict'>
14:48:18 kwargs,  {'id': 1} <class 'dict'>
14:48:48 kwargs,  {'id': 1} <class 'dict'>
14:50:48 kwargs,  {'id': 1} <class 'dict'>
14:51:18 kwargs,  {'id': 1} <class 'dict'>
14:51:46 kwargs,  {'id': 1} <class 'dict'>
14:52:06 kwargs,  {'id': 1} <class 'dict'>
14:52:42 kwargs,  {'id': 1} <class 'dict'>
14:52:53 kwargs,  {'id': 1} <class 'dict'>
14:53:04 kwargs,  {'blog_id': 2} <class 'dict'>
14:53:04 kwargs,  {'id': 2} <class 'dict'>
14:53:09 kwargs,  {'id': 1} <class 'dict'>
14:53:35 kwargs,  {'id': 1} <class 'dict'>
14:53:42 kwargs,  {'id': 1} <class 'dict'>
14:53:46 kwargs,  {'blog_id': 1} <class 'dict'>
14:53:46 kwargs,  {'id': 1} <class 'dict'>
14:53:50 kwargs,  {'blog_id': 1} <class 'dict'>
14:53:50 kwargs,  {'id': 1} <class 'dict'>
14:53:55 kwargs,  {'blog_id': 2} <class 'dict'>
14:53:55 kwargs,  {'id': 2} <class 'dict'>
15:05:43 kwargs,  {'id': 1} <class 'dict'>
15:05:54 kwargs,  {'blog_id': 1} <class 'dict'>
15:05:54 kwargs,  {'id': 1} <class 'dict'>
15:05:57 kwargs,  {'blog_id': 2} <class 'dict'>
15:05:57 kwargs,  {'id': 2} <class 'dict'>
15:06:12 kwargs,  {'id': 1} <class 'dict'>
15:06:18 kwargs,  {'blog_id': 1} <class 'dict'>
15:06:18 kwargs,  {'id': 1} <class 'dict'>
15:23:57 kwargs,  {'blog_id': 1} <class 'dict'>
15:23:57 kwargs,  {'id': 1} <class 'dict'>
15:24:15 kwargs,  {'blog_id': 1} <class 'dict'>
15:24:15 kwargs,  {'id': 1} <class 'dict'>
15:24:28 kwargs,  {'blog_id': 1} <class 'dict'>
15:24:28 kwargs,  {'id': 1} <class 'dict'>
15:56:47 kwargs,  {'id': 1} <class 'dict'>
15:56:47 kwargs,  {'id': 1} <class 'dict'>
21:27:50 kwargs,  {'id': 1} <class 'dict'>
21:27:56 kwargs,  {'id': 1} <class 'dict'>
21:30:31 kwargs,  {'id': 1} <class 'dict'>
21:31:41 kwargs,  {'id': 1} <class 'dict'>
21:32:20 kwargs,  {'id': 1} <class 'dict'>
21:33:08 kwargs,  {'id': 1} <class 'dict'>
21:34:11 kwargs,  {'id': 1} <class 'dict'>
21:38:15 kwargs,  {'id': 1} <class 'dict'>
21:38:51 kwargs,  {'id': 1} <class 'dict'>
21:41:15 kwargs,  {'id': 1} <class 'dict'>
21:41:49 kwargs,  {'id': 1} <class 'dict'>
21:42:18 kwargs,  {'id': 1} <class 'dict'>
21:43:28 kwargs,  {'id': 1} <class 'dict'>
21:47:32 kwargs,  {'id': 1} <class 'dict'>
21:49:02 kwargs,  {'id': 1} <class 'dict'>
21:49:31 kwargs,  {'id': 1} <class 'dict'>
21:49:56 kwargs,  {'id': 1} <class 'dict'>
21:50:09 kwargs,  {'id': 1} <class 'dict'>
21:50:26 kwargs,  {'id': 1} <class 'dict'>
21:51:02 kwargs,  {'id': 1} <class 'dict'>
21:51:45 kwargs,  {'id': 1} <class 'dict'>
21:53:22 kwargs,  {'id': 1} <class 'dict'>
21:53:35 kwargs,  {'id': 1} <class 'dict'>
21:56:06 kwargs,  {'id': 1} <class 'dict'>
22:10:08 kwargs,  {'id': 1} <class 'dict'>
22:10:27 kwargs,  {'id': 1} <class 'dict'>
22:10:44 kwargs,  {'id': 1} <class 'dict'>
22:13:44 kwargs,  {'id': 1} <class 'dict'>
22:39:19 kwargs,  {'category': '文章'} <class 'dict'>
22:52:48 kwargs,  {'category': '文章'} <class 'dict'>
22:52:48 kwargs,  {'category': '其他'} <class 'dict'>
22:52:51 kwargs,  {'blog_id': 1} <class 'dict'>
22:52:51 kwargs,  {'id': 1} <class 'dict'>
22:56:09 kwargs,  {'category': '文章'} <class 'dict'>
22:56:09 kwargs,  {'category': '文章'} <class 'dict'>
22:56:09 kwargs,  {'category': '其他'} <class 'dict'>
22:56:09 kwargs,  {'category': '其他'} <class 'dict'>
22:56:14 kwargs,  {'title': '其他'} <class 'dict'>
23:02:54 kwargs,  {'category': '文章'} <class 'dict'>
23:02:54 kwargs,  {'category': '文章'} <class 'dict'>
23:02:54 kwargs,  {'category': '其他'} <class 'dict'>
23:02:54 kwargs,  {'category': '其他'} <class 'dict'>
23:03:35 kwargs,  {'category': '文章'} <class 'dict'>
23:03:35 kwargs,  {'category': '文章'} <class 'dict'>
23:03:35 kwargs,  {'category': '其他'} <class 'dict'>
23:03:35 kwargs,  {'category': '其他'} <class 'dict'>
23:04:34 kwargs,  {'category': '文章'} <class 'dict'>
23:04:34 kwargs,  {'category': '文章'} <class 'dict'>
23:04:34 kwargs,  {'category': '其他'} <class 'dict'>
23:04:34 kwargs,  {'category': '其他'} <class 'dict'>
23:05:41 kwargs,  {'category': '文章'} <class 'dict'>
23:05:41 kwargs,  {'category': '文章'} <class 'dict'>
23:05:41 kwargs,  {'category': '其他'} <class 'dict'>
23:05:41 kwargs,  {'category': '其他'} <class 'dict'>
23:07:16 kwargs,  {'category': '文章'} <class 'dict'>
23:09:49 kwargs,  {'category': '文章'} <class 'dict'>
23:10:50 kwargs,  {'category': '文章'} <class 'dict'>
23:14:56 kwargs,  {'category': '文章'} <class 'dict'>
23:15:15 kwargs,  {'category': '文章'} <class 'dict'>
23:15:15 kwargs,  {'category': '文章'} <class 'dict'>
23:15:15 kwargs,  {'category': '其他'} <class 'dict'>
23:15:15 kwargs,  {'category': '其他'} <class 'dict'>
23:16:28 kwargs,  {'title': '文章'} <class 'dict'>
23:21:21 kwargs,  {'category': '文章'} <class 'dict'>
23:21:21 kwargs,  {'category': '文章'} <class 'dict'>
23:21:21 kwargs,  {'category': '其他'} <class 'dict'>
23:21:21 kwargs,  {'category': '其他'} <class 'dict'>
23:21:27 kwargs,  {'title': '文章'} <class 'dict'>
23:21:27 kwargs,  {'category': '文章'} <class 'dict'>
23:21:27 kwargs,  {'category': '文章'} <class 'dict'>
23:21:27 kwargs,  {'category': '文章'} <class 'dict'>
23:21:27 kwargs,  {'category': '其他'} <class 'dict'>
23:21:27 kwargs,  {'category': '其他'} <class 'dict'>
23:21:31 kwargs,  {'title': '其他'} <class 'dict'>
23:21:31 kwargs,  {'category': '其他'} <class 'dict'>
23:21:31 kwargs,  {'category': '文章'} <class 'dict'>
23:21:31 kwargs,  {'category': '文章'} <class 'dict'>
23:21:31 kwargs,  {'category': '其他'} <class 'dict'>
23:21:31 kwargs,  {'category': '其他'} <class 'dict'>
23:25:11 kwargs,  {'category': '文章'} <class 'dict'>
23:25:11 kwargs,  {'category': '文章'} <class 'dict'>
23:25:11 kwargs,  {'category': '其他'} <class 'dict'>
23:25:11 kwargs,  {'category': '其他'} <class 'dict'>
23:25:12 kwargs,  {'category': '文章'} <class 'dict'>
23:25:12 kwargs,  {'category': '文章'} <class 'dict'>
23:25:12 kwargs,  {'category': '其他'} <class 'dict'>
23:25:12 kwargs,  {'category': '其他'} <class 'dict'>
23:27:06 kwargs,  {'category': '文章'} <class 'dict'>
23:27:06 kwargs,  {'category': '文章'} <class 'dict'>
23:27:06 kwargs,  {'category': '其他'} <class 'dict'>
23:27:06 kwargs,  {'category': '其他'} <class 'dict'>
23:30:10 kwargs,  {'category': '文章'} <class 'dict'>
23:30:10 kwargs,  {'category': '文章'} <class 'dict'>
23:30:10 kwargs,  {'category': '其他'} <class 'dict'>
23:30:10 kwargs,  {'category': '其他'} <class 'dict'>
23:32:59 kwargs,  {'category': '文章'} <class 'dict'>
23:32:59 kwargs,  {'category': '文章'} <class 'dict'>
23:32:59 kwargs,  {'category': '其他'} <class 'dict'>
23:32:59 kwargs,  {'category': '其他'} <class 'dict'>
23:35:32 kwargs,  {'category': '文章'} <class 'dict'>
23:35:32 kwargs,  {'category': '文章'} <class 'dict'>
23:35:32 kwargs,  {'category': '其他'} <class 'dict'>
23:35:32 kwargs,  {'category': '其他'} <class 'dict'>
23:39:11 kwargs,  {'category': '文章'} <class 'dict'>
23:39:11 kwargs,  {'category': '文章'} <class 'dict'>
23:39:11 kwargs,  {'category': '其他'} <class 'dict'>
23:39:11 kwargs,  {'category': '其他'} <class 'dict'>
23:41:21 kwargs,  {'category': '文章'} <class 'dict'>
23:41:21 kwargs,  {'category': '文章'} <class 'dict'>
23:41:21 kwargs,  {'category': '其他'} <class 'dict'>
23:41:21 kwargs,  {'category': '其他'} <class 'dict'>
23:42:16 kwargs,  {'category': '文章'} <class 'dict'>
23:42:16 kwargs,  {'category': '文章'} <class 'dict'>
23:42:16 kwargs,  {'category': '其他'} <class 'dict'>
23:42:16 kwargs,  {'category': '其他'} <class 'dict'>
23:42:33 kwargs,  {'category': '文章'} <class 'dict'>
23:42:33 kwargs,  {'category': '文章'} <class 'dict'>
23:42:33 kwargs,  {'category': '其他'} <class 'dict'>
23:42:33 kwargs,  {'category': '其他'} <class 'dict'>
23:51:29 kwargs,  {'category': '文章'} <class 'dict'>
23:51:29 kwargs,  {'category': '文章'} <class 'dict'>
23:51:29 kwargs,  {'category': '其他'} <class 'dict'>
23:51:29 kwargs,  {'category': '其他'} <class 'dict'>
23:57:09 kwargs,  {'category': '文章'} <class 'dict'>
23:57:09 kwargs,  {'category': '文章'} <class 'dict'>
23:57:09 kwargs,  {'category': '其他'} <class 'dict'>
23:57:09 kwargs,  {'category': '其他'} <class 'dict'>
23:58:06 kwargs,  {'category': '文章'} <class 'dict'>
23:58:06 kwargs,  {'category': '文章'} <class 'dict'>
23:58:06 kwargs,  {'category': '其他'} <class 'dict'>
23:58:06 kwargs,  {'category': '其他'} <class 'dict'>
00:02:16 kwargs,  {'category': '文章'} <class 'dict'>
00:02:16 kwargs,  {'category': '文章'} <class 'dict'>
00:02:16 kwargs,  {'category': '其他'} <class 'dict'>
00:02:16 kwargs,  {'category': '其他'} <class 'dict'>
00:13:42 kwargs,  {'category': '文章'} <class 'dict'>
00:13:42 kwargs,  {'category': '文章'} <class 'dict'>
00:13:42 kwargs,  {'category': '其他'} <class 'dict'>
00:13:42 kwargs,  {'category': '其他'} <class 'dict'>
00:15:33 kwargs,  {'category': '文章'} <class 'dict'>
00:15:33 kwargs,  {'category': '文章'} <class 'dict'>
00:15:33 kwargs,  {'category': '其他'} <class 'dict'>
00:15:33 kwargs,  {'category': '其他'} <class 'dict'>
00:20:04 kwargs,  {'category': '文章'} <class 'dict'>
00:20:04 kwargs,  {'category': '文章'} <class 'dict'>
00:20:04 kwargs,  {'category': '其他'} <class 'dict'>
00:20:04 kwargs,  {'category': '其他'} <class 'dict'>
00:22:03 kwargs,  {'category': '文章'} <class 'dict'>
00:22:03 kwargs,  {'category': '文章'} <class 'dict'>
00:22:03 kwargs,  {'category': '其他'} <class 'dict'>
00:22:03 kwargs,  {'category': '其他'} <class 'dict'>
00:22:22 kwargs,  {'category': '文章'} <class 'dict'>
00:22:22 kwargs,  {'category': '文章'} <class 'dict'>
00:22:22 kwargs,  {'category': '其他'} <class 'dict'>
00:22:22 kwargs,  {'category': '其他'} <class 'dict'>
00:23:39 kwargs,  {'category': '文章'} <class 'dict'>
00:23:39 kwargs,  {'category': '文章'} <class 'dict'>
00:23:39 kwargs,  {'category': '其他'} <class 'dict'>
00:23:39 kwargs,  {'category': '其他'} <class 'dict'>
00:25:16 kwargs,  {'category': '文章'} <class 'dict'>
00:25:16 kwargs,  {'category': '文章'} <class 'dict'>
00:25:16 kwargs,  {'category': '其他'} <class 'dict'>
00:25:16 kwargs,  {'category': '其他'} <class 'dict'>
00:25:23 kwargs,  {'category': '文章'} <class 'dict'>
00:25:23 kwargs,  {'category': '文章'} <class 'dict'>
00:25:23 kwargs,  {'category': '其他'} <class 'dict'>
00:25:23 kwargs,  {'category': '其他'} <class 'dict'>
11:56:27 kwargs,  {'category': '文章'} <class 'dict'>
11:56:27 kwargs,  {'category': '文章'} <class 'dict'>
11:56:27 kwargs,  {'category': '其他'} <class 'dict'>
11:56:27 kwargs,  {'category': '其他'} <class 'dict'>
11:58:57 kwargs,  {'title': '文章'} <class 'dict'>
11:59:34 kwargs,  {'title': '文章'} <class 'dict'>
11:59:34 kwargs,  {'category': '文章'} <class 'dict'>
11:59:34 kwargs,  {'category': '文章'} <class 'dict'>
11:59:34 kwargs,  {'category': '文章'} <class 'dict'>
11:59:34 kwargs,  {'category': '其他'} <class 'dict'>
11:59:34 kwargs,  {'category': '其他'} <class 'dict'>
12:00:20 kwargs,  {'title': '文章'} <class 'dict'>
12:00:20 kwargs,  {'category': '文章'} <class 'dict'>
12:00:20 kwargs,  {'category': '文章'} <class 'dict'>
12:00:20 kwargs,  {'category': '文章'} <class 'dict'>
12:00:20 kwargs,  {'category': '其他'} <class 'dict'>
12:00:20 kwargs,  {'category': '其他'} <class 'dict'>
12:00:22 kwargs,  {'category': '文章'} <class 'dict'>
12:00:22 kwargs,  {'category': '文章'} <class 'dict'>
12:00:22 kwargs,  {'category': '其他'} <class 'dict'>
12:00:22 kwargs,  {'category': '其他'} <class 'dict'>
12:02:11 kwargs,  {'category': '文章'} <class 'dict'>
12:02:11 kwargs,  {'category': '文章'} <class 'dict'>
12:02:11 kwargs,  {'category': '其他'} <class 'dict'>
12:02:11 kwargs,  {'category': '其他'} <class 'dict'>
12:02:14 kwargs,  {'title': '文章'} <class 'dict'>
12:02:14 kwargs,  {'category': '文章'} <class 'dict'>
12:02:14 kwargs,  {'category': '文章'} <class 'dict'>
12:02:14 kwargs,  {'category': '文章'} <class 'dict'>
12:02:14 kwargs,  {'category': '其他'} <class 'dict'>
12:02:14 kwargs,  {'category': '其他'} <class 'dict'>
12:04:01 kwargs,  {'blog_id': 1} <class 'dict'>
12:04:01 kwargs,  {'id': 1} <class 'dict'>
12:24:30 kwargs,  {'blog_id': 1} <class 'dict'>
12:24:30 kwargs,  {'id': 1} <class 'dict'>
12:24:48 kwargs,  {'title': '文章'} <class 'dict'>
12:24:48 kwargs,  {'category': '文章'} <class 'dict'>
12:24:48 kwargs,  {'category': '文章'} <class 'dict'>
12:24:48 kwargs,  {'category': '文章'} <class 'dict'>
12:24:48 kwargs,  {'category': '其他'} <class 'dict'>
12:24:48 kwargs,  {'category': '其他'} <class 'dict'>
12:24:51 kwargs,  {'category': '文章'} <class 'dict'>
12:24:51 kwargs,  {'category': '文章'} <class 'dict'>
12:24:51 kwargs,  {'category': '其他'} <class 'dict'>
12:24:51 kwargs,  {'category': '其他'} <class 'dict'>
12:24:55 kwargs,  {'blog_id': 1} <class 'dict'>
12:24:55 kwargs,  {'id': 1} <class 'dict'>
12:28:14 kwargs,  {'blog_id': 1} <class 'dict'>
12:28:14 kwargs,  {'id': 1} <class 'dict'>
12:28:14 kwargs,  {'id': 2} <class 'dict'>
12:28:16 kwargs,  {'blog_id': 2} <class 'dict'>
12:28:16 kwargs,  {'id': 2} <class 'dict'>
12:28:16 kwargs,  {'id': 3} <class 'dict'>
12:29:27 kwargs,  {'blog_id': 1} <class 'dict'>
12:29:27 kwargs,  {'id': 1} <class 'dict'>
12:29:27 kwargs,  {'id': 2} <class 'dict'>
12:29:29 kwargs,  {'blog_id': 2} <class 'dict'>
12:29:29 kwargs,  {'id': 2} <class 'dict'>
12:29:29 kwargs,  {'id': 3} <class 'dict'>
12:29:35 kwargs,  {'blog_id': 2} <class 'dict'>
12:29:35 kwargs,  {'id': 2} <class 'dict'>
12:29:35 kwargs,  {'id': 3} <class 'dict'>
12:30:09 kwargs,  {'title': '其他'} <class 'dict'>
12:30:09 kwargs,  {'category': '其他'} <class 'dict'>
12:30:09 kwargs,  {'category': '文章'} <class 'dict'>
12:30:09 kwargs,  {'category': '文章'} <class 'dict'>
12:30:09 kwargs,  {'category': '其他'} <class 'dict'>
12:30:09 kwargs,  {'category': '其他'} <class 'dict'>
12:30:12 kwargs,  {'blog_id': 2} <class 'dict'>
12:30:12 kwargs,  {'id': 2} <class 'dict'>
12:30:12 kwargs,  {'id': 3} <class 'dict'>
12:31:36 kwargs,  {'blog_id': 2} <class 'dict'>
12:31:36 kwargs,  {'id': 2} <class 'dict'>
12:31:36 kwargs,  {'id': 3} <class 'dict'>
12:31:36 kwargs,  {'id': 1} <class 'dict'>
12:31:40 kwargs,  {'blog_id': 1} <class 'dict'>
12:31:40 kwargs,  {'id': 1} <class 'dict'>
12:31:40 kwargs,  {'id': 2} <class 'dict'>
12:31:40 kwargs,  {'id': 2} <class 'dict'>
12:31:42 kwargs,  {'blog_id': 2} <class 'dict'>
12:31:42 kwargs,  {'id': 2} <class 'dict'>
12:31:42 kwargs,  {'id': 3} <class 'dict'>
12:31:42 kwargs,  {'id': 1} <class 'dict'>
12:31:50 kwargs,  {'category': '文章'} <class 'dict'>
12:31:50 kwargs,  {'category': '文章'} <class 'dict'>
12:31:50 kwargs,  {'category': '其他'} <class 'dict'>
12:31:50 kwargs,  {'category': '其他'} <class 'dict'>
12:38:43 kwargs,  {'category': '文章'} <class 'dict'>
12:38:43 kwargs,  {'category': '文章'} <class 'dict'>
12:38:43 kwargs,  {'category': '其他'} <class 'dict'>
12:38:43 kwargs,  {'category': '其他'} <class 'dict'>
12:38:56 kwargs,  {'category': '文章'} <class 'dict'>
12:38:56 kwargs,  {'category': '文章'} <class 'dict'>
12:38:56 kwargs,  {'category': '其他'} <class 'dict'>
12:38:56 kwargs,  {'category': '其他'} <class 'dict'>
12:39:14 kwargs,  {'title': '文章'} <class 'dict'>
12:39:14 kwargs,  {'category': '文章'} <class 'dict'>
12:40:55 kwargs,  {'title': '文章'} <class 'dict'>
12:40:55 kwargs,  {'category': '文章'} <class 'dict'>
12:40:55 1490161295 <class 'int'>
12:43:09 kwargs,  {'title': '文章'} <class 'dict'>
12:43:09 kwargs,  {'category': '文章'} <class 'dict'>
12:43:09 kwargs,  {'category': '文章'} <class 'dict'>
12:43:09 kwargs,  {'category': '文章'} <class 'dict'>
12:43:09 kwargs,  {'category': '其他'} <class 'dict'>
12:43:09 kwargs,  {'category': '其他'} <class 'dict'>
12:43:15 kwargs,  {'title': '其他'} <class 'dict'>
12:43:15 kwargs,  {'category': '其他'} <class 'dict'>
12:43:15 kwargs,  {'category': '文章'} <class 'dict'>
12:43:15 kwargs,  {'category': '文章'} <class 'dict'>
12:43:15 kwargs,  {'category': '其他'} <class 'dict'>
12:43:15 kwargs,  {'category': '其他'} <class 'dict'>
12:44:25 kwargs,  {'title': '其他'} <class 'dict'>
12:44:25 kwargs,  {'category': '其他'} <class 'dict'>
12:44:25 kwargs,  {'category': '文章'} <class 'dict'>
12:44:25 kwargs,  {'category': '文章'} <class 'dict'>
12:44:25 kwargs,  {'category': '其他'} <class 'dict'>
12:44:25 kwargs,  {'category': '其他'} <class 'dict'>
12:44:33 kwargs,  {'title': '文章'} <class 'dict'>
12:44:33 kwargs,  {'category': '文章'} <class 'dict'>
12:44:33 kwargs,  {'category': '文章'} <class 'dict'>
12:44:33 kwargs,  {'category': '文章'} <class 'dict'>
12:44:33 kwargs,  {'category': '其他'} <class 'dict'>
12:44:33 kwargs,  {'category': '其他'} <class 'dict'>
12:45:21 kwargs,  {'blog_id': 1} <class 'dict'>
12:45:21 kwargs,  {'id': 1} <class 'dict'>
12:45:21 kwargs,  {'id': 2} <class 'dict'>
12:45:21 kwargs,  {'id': 2} <class 'dict'>
12:45:26 kwargs,  {'category': '文章'} <class 'dict'>
12:45:26 kwargs,  {'category': '文章'} <class 'dict'>
12:45:26 kwargs,  {'category': '其他'} <class 'dict'>
12:45:26 kwargs,  {'category': '其他'} <class 'dict'>
12:45:28 kwargs,  {'blog_id': 1} <class 'dict'>
